id,first_name,last_name,birth_date,death_date,place_of_birth,wikipedia_url,start_mandate,end_mandate,first_paragraph
Q12950,Alain,Poher,1909-04-17,1996-12-09,Ablon-sur-Seine,https://fr.wikipedia.org/wiki/Alain_Poher,1969-04-28,1969-06-20,"Alain Poher, né le 17 avril 1909 à Ablon-sur-Seine et mort le 9 décembre 1996 à Paris 16e, est un homme d'État français."
Q158749,Albert,Lebrun,1871-08-29,1950-03-06,Mercy-le-Haut,https://fr.wikipedia.org/wiki/Albert_Lebrun,1932-05-10,1940-07-11,"Albert Lebrun, né le 29 août 1871 à Mercy-le-Haut et mort le 6 mars 1950 à Paris, est un homme d'État français. Il est président de la République française du 10 mai 1932 au 11 juillet 1940 ."
Q158768,René,Coty,1882-03-20,1962-11-22,Le Havre,https://fr.wikipedia.org/wiki/Ren%C3%A9_Coty,1954-01-16,1959-01-08,"René Coty, né le 20 mars 1882 au Havre et mort le 22 novembre 1962 dans la même ville, est un homme d'État français. Il est président de la République du 16 janvier 1954 au 8 janvier 1959."
Q158772,Vincent,Auriol,1884-08-27,1966-01-01,Revel,https://fr.wikipedia.org/wiki/Vincent_Auriol,1947-01-16,1954-01-16,"Vincent Auriol, né le 27 août 1884 à Revel et mort le 1er janvier 1966 à Paris, est un homme d'État français. Il est président de la République du 16 janvier 1947 au 16 janvier 1954."
Q158838,Patrice,de Mac Mahon,1808-06-13,1893-10-17,Sully,https://fr.wikipedia.org/wiki/Patrice_de_Mac_Mahon,1873-05-24,1879-01-30,"Patrice de Mac Mahon, comte de Mac Mahon, 1er duc de Magenta, maréchal de France, né le 13 juin 1808 au château de Sully et mort le 17 octobre 1893 à Montcresson, est un militaire et homme d’État français, président de la République du 24 mai 1873 au 30 janvier 1879."
Q169502,Émile,Loubet,1838-12-31,1929-12-20,Marsanne,https://fr.wikipedia.org/wiki/%C3%89mile_Loubet,1899-02-18,1906-02-18,"Émile Loubet, né le 30 décembre 1838 à Marsanne et mort le 20 décembre 1929 à Montélimar, est un homme d'État français. Il est président de la République française du 18 février 1899 au 18 février 1906."
Q191974,Raymond,Poincaré,1860-08-20,1934-10-15,Bar-le-Duc,https://fr.wikipedia.org/wiki/Raymond_Poincar%C3%A9,1913-02-18,1920-02-18,"Raymond Poincaré, du nom complet Raymond Nicolas Landry Poincaré, est né le 20 août 1860 à Bar-le-Duc et mort le 15 octobre 1934 à Paris, est un avocat et homme d'État français. Il est le président de la République française du 18 février 1913 au 18 février 1920."
Q215778,Marie,Carnot,1837-08-11,1894-06-25,Limoges,https://fr.wikipedia.org/wiki/Sadi_Carnot_(homme_d%27%C3%89tat),1887-12-03,1894-06-25,"Marie François Sadi Carnot, plus souvent appelé Sadi Carnot, est un homme d'État français, né le 11 août 1837 à Limoges et mort assassiné le 25 juin 1894 à Lyon. Il est président de la République du 3 décembre 1887 à sa mort."
Q274540,Alexandre,Millerand,1859-02-10,1943-04-06,Paris,https://fr.wikipedia.org/wiki/Alexandre_Millerand,1920-09-23,1924-06-11,"Alexandre Millerand, né le 10 février 1859 à Paris et mort le 6 avril 1943 à Versailles, est un homme d'État français. Il est président du Conseil du 20 janvier au 23 septembre 1920, puis président de la République du 23 septembre 1920 au 11 juin 1924."
Q296064,Gaston,Doumergue,1863-08-01,1937-06-18,Aigues-Vives,https://fr.wikipedia.org/wiki/Gaston_Doumergue,1924-06-13,1931-06-13,"Gaston Doumergue, né le 1er août 1863 à Aigues-Vives et mort le 18 juin 1937 dans la même ville, est un homme d'État français. Il est président de la République française du 13 juin 1924 au 13 juin 1931."
Q296076,Félix,Faure,1841-01-30,1899-02-16,Paris,https://fr.wikipedia.org/wiki/F%C3%A9lix_Faure,1895-01-17,1899-02-16,"Félix Faure, né le 30 janvier 1841 à Paris et mort le 16 février 1899 dans la même ville, est un homme d'État français. Il est président de la République du 17 janvier 1895 à sa mort."
Q296083,Jules,Grévy,1807-08-15,1891-09-09,Mont-sous-Vaudrey,https://fr.wikipedia.org/wiki/Jules_Gr%C3%A9vy,1879-01-30,1887-12-02,"François Judith Paul Grévy, né le 15 août 1807 à Mont-sous-Vaudrey et mort le 9 septembre 1891 dans la même commune, est un homme d'État français, président de la République du 30 janvier 1879 au 2 décembre 1887."
Q296673,Clément,Fallières,1841-11-06,1931-06-22,Mézin,https://fr.wikipedia.org/wiki/Armand_Falli%C3%A8res,1906-02-18,1913-02-18,"Armand Fallières, né le 6 novembre 1841 à Mézin et mort le 22 juin 1931 à Villeneuve-de-Mézin, est un homme d'État français, président de la République française de 1906 à 1913."
Q309995,Paul,Deschanel,1855-02-13,1922-04-28,Schaerbeek - Schaarbeek,https://fr.wikipedia.org/wiki/Paul_Deschanel,1920-02-18,1920-09-21,"Paul Deschanel, né le 13 février 1855 à Schaerbeek et mort le 28 avril 1922 à Paris, est un homme d'État, journaliste et écrivain français, président de la République du 18 février au 21 septembre 1920."
Q312026,Georges,Bidault,1899-10-05,1983-01-27,Moulins,https://fr.wikipedia.org/wiki/Georges_Bidault,1946-06-24,1946-10-14,"Georges Bidault, né le 5 octobre 1899 à Moulins et mort le 27 janvier 1983 à Cambo-les-Bains, est un résistant et un homme d'État français."
Q315656,Jean,Casimir-Perier,1847-11-08,1907-03-11,Paris,https://fr.wikipedia.org/wiki/Jean_Casimir-Perier,1894-06-27,1895-01-16,"Jean Casimir-Perier, né le 8 novembre 1847 à Paris et mort le 11 mars 1907 dans la même ville, est un homme d'État français. Il est président de la République française du 27 juin 1894 au 16 janvier 1895."
Q356032,Charles,Dupuy,1851-11-05,1923-07-23,Le Puy-en-Velay,https://fr.wikipedia.org/wiki/Charles_Dupuy,1894-06-25,1894-06-27,"Charles Dupuy, né le 5 novembre 1851 au Puy-en-Velay et mort le 23 juillet 1923 à Ille-sur-Têt, est un homme d'État français. Il occupe à plusieurs reprises la fonction de président du Conseil sous la IIIe République, entre 1893 et 1899. Il est également président de la Chambre des députés de 1893 à 1894."
Q379702,Louis,Cavaignac,1802-10-15,1857-10-28,Paris,https://fr.wikipedia.org/wiki/Eug%C3%A8ne_Cavaignac,1848-06-28,1848-12-20,"Louis Eugène Cavaignac, connu aussi sous le nom de général Cavaignac, né le 23 vendémiaire an XI à Paris et mort le 28 octobre 1857 dans son château d'Ourne à Flée, est un général et homme d'État français."
Q441235,Louis,None,1815-03-12,1896-10-07,Le Palais,https://fr.wikipedia.org/wiki/Louis_Jules_Trochu,1870-09-04,1871-01-22,"Louis-Jules Trochu, né au Palais à Belle-Île-en-Mer le 12 mars 1815 et mort à Tours le 7 octobre 1896, est un général de division et homme d'État français sous le Second Empire. Élève de Saint-Cyr et de l'École d'application du Corps royal d'état-major, gouverneur de Paris, il prend le pouvoir à la suite de la proclamation de la République en 1870, et met en place un gouvernement de la Défense nationale le 4 septembre 1870. Il quitte le pouvoir le 17 février 1871 et met fin à son gouvernement après avoir tenté de poursuivre la guerre franco-allemande."
Q459212,Frédéric,None,1874-03-16,1958-05-20,Paris,https://fr.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Fran%C3%A7ois-Marsal,1924-06-11,1924-06-13,"Frédéric François-Marsal, né le 16 mars 1874 à Paris et mort le 20 mai 1958 à Gisors, est un homme d'affaires et un homme politique français de la droite républicaine, dont la carrière politique a culminé avec son bref passage à la présidence du Conseil en 1924."
Q3052772,Emmanuel,Macron,1977-12-21,,Amiens,https://fr.wikipedia.org/wiki/Emmanuel_Macron,2017-05-14,,"Emmanuel Macron, né le 21 décembre 1977 à Amiens, est un haut fonctionnaire et homme d'État français. Il est président de la République française depuis le 14 mai 2017."
